pair_id,pair,domain_id,domain,structural_score_0_4,touches_both_puzzles,shared_tags,mandatory_caveat
C05+C11,Green/resolvent/action reconstruction + dimensional-scale obstruction,D02,lattice Green functions and inverse field reconstruction,3,False,field;green;inverse;resolvent;spectral;variational,Exact for chosen quadratic operators; interaction and physical units are extra.
C05+C11,Green/resolvent/action reconstruction + dimensional-scale obstruction,D03,graph signal processing and wavelets,0,False,spectral,Strong filter analogy; it does not supply ontology or dynamics by itself.
C05+C11,Green/resolvent/action reconstruction + dimensional-scale obstruction,D04,"Kron reduction, Schur complements and multigrid",0,False,resolvent,Exact block algebra; closure inside the strict kernel family is separately false.
C05+C11,Green/resolvent/action reconstruction + dimensional-scale obstruction,D05,Mori-Zwanzig reduction and process tensors,0,False,resolvent,Exact reduced-memory mechanism after a declared observed/hidden split; the split is operational input.
C05+C11,Green/resolvent/action reconstruction + dimensional-scale obstruction,D06,resource theory of asymmetry,0,False,no_go,Exact no-creation logic for symmetric free operations; no nonpremise source is obtained.
C05+C11,Green/resolvent/action reconstruction + dimensional-scale obstruction,D07,stochastic thermodynamics and feedback,0,False,units,"Requires bath, temperature, energy scale and reset ledger."
C05+C11,Green/resolvent/action reconstruction + dimensional-scale obstruction,D08,information geometry and diffusion maps,0,False,,"Produces intrinsic dimensionless geometry, not SI length or spacetime."
C05+C11,Green/resolvent/action reconstruction + dimensional-scale obstruction,D09,noncommutative geometry and spectral action,2,True,dimensions;spectral;variational,"Spectral analogy is real; algebra, grading, real structure and scale remain additional data."
C05+C11,Green/resolvent/action reconstruction + dimensional-scale obstruction,D10,renormalization and stable fractional limits,0,False,scale,Possible universality language; the audited strict family is not Schur-closed.
C05+C11,Green/resolvent/action reconstruction + dimensional-scale obstruction,D11,"control, observability and process tomography",1,True,calibration;inverse,"Operationally exact when preparations, clock and POVM are supplied."
C05+C11,Green/resolvent/action reconstruction + dimensional-scale obstruction,D12,adaptive neural operators and reservoir memory,0,False,,Mechanistic analogy; training objective and data provenance are not derived.
C05+C11,Green/resolvent/action reconstruction + dimensional-scale obstruction,D13,"topological phases, cohomology and holonomy",0,False,,Correct language for orientation carriers; no automatic signed section.
C05+C11,Green/resolvent/action reconstruction + dimensional-scale obstruction,D14,causal-operational quantum theory,0,False,,Clarifies interventions and records; does not choose a physical realization.
C05+C11,Green/resolvent/action reconstruction + dimensional-scale obstruction,D15,statistical field theory and random operators,2,True,field;scale;spectral,Useful null ensembles and effective-action comparisons; not an equivalence theorem.
C05+C12,Green/resolvent/action reconstruction + selector/source obstruction,D01,spectral graphs and quantum walks,0,False,spectral,Exact at the finite operator level; not a continuum or laboratory identification.
C05+C12,Green/resolvent/action reconstruction + selector/source obstruction,D02,lattice Green functions and inverse field reconstruction,3,False,field;green;inverse;resolvent;spectral;variational,Exact for chosen quadratic operators; interaction and physical units are extra.
C05+C12,Green/resolvent/action reconstruction + selector/source obstruction,D03,graph signal processing and wavelets,0,False,spectral,Strong filter analogy; it does not supply ontology or dynamics by itself.
C05+C12,Green/resolvent/action reconstruction + selector/source obstruction,D04,"Kron reduction, Schur complements and multigrid",0,False,resolvent,Exact block algebra; closure inside the strict kernel family is separately false.
C05+C12,Green/resolvent/action reconstruction + selector/source obstruction,D05,Mori-Zwanzig reduction and process tensors,0,False,resolvent,Exact reduced-memory mechanism after a declared observed/hidden split; the split is operational input.
C05+C12,Green/resolvent/action reconstruction + selector/source obstruction,D06,resource theory of asymmetry,2,False,chirality;no_go;resource;selector;symmetry,Exact no-creation logic for symmetric free operations; no nonpremise source is obtained.
C05+C12,Green/resolvent/action reconstruction + selector/source obstruction,D07,stochastic thermodynamics and feedback,0,False,,"Requires bath, temperature, energy scale and reset ledger."
C05+C12,Green/resolvent/action reconstruction + selector/source obstruction,D08,information geometry and diffusion maps,0,False,,"Produces intrinsic dimensionless geometry, not SI length or spacetime."
C05+C12,Green/resolvent/action reconstruction + selector/source obstruction,D09,noncommutative geometry and spectral action,1,False,spectral;variational,"Spectral analogy is real; algebra, grading, real structure and scale remain additional data."
C05+C12,Green/resolvent/action reconstruction + selector/source obstruction,D10,renormalization and stable fractional limits,0,False,,Possible universality language; the audited strict family is not Schur-closed.
C05+C12,Green/resolvent/action reconstruction + selector/source obstruction,D11,"control, observability and process tomography",0,False,inverse,"Operationally exact when preparations, clock and POVM are supplied."
C05+C12,Green/resolvent/action reconstruction + selector/source obstruction,D12,adaptive neural operators and reservoir memory,0,False,,Mechanistic analogy; training objective and data provenance are not derived.
C05+C12,Green/resolvent/action reconstruction + selector/source obstruction,D13,"topological phases, cohomology and holonomy",1,False,chirality;symmetry,Correct language for orientation carriers; no automatic signed section.
C05+C12,Green/resolvent/action reconstruction + selector/source obstruction,D14,causal-operational quantum theory,0,False,,Clarifies interventions and records; does not choose a physical realization.
C05+C12,Green/resolvent/action reconstruction + selector/source obstruction,D15,statistical field theory and random operators,1,False,field;spectral,Useful null ensembles and effective-action comparisons; not an equivalence theorem.
C06+C07,orientation cocycle and chiral receivers + fractal Schur compression,D01,spectral graphs and quantum walks,0,False,graph,Exact at the finite operator level; not a continuum or laboratory identification.
C06+C07,orientation cocycle and chiral receivers + fractal Schur compression,D02,lattice Green functions and inverse field reconstruction,0,False,,Exact for chosen quadratic operators; interaction and physical units are extra.
C06+C07,orientation cocycle and chiral receivers + fractal Schur compression,D03,graph signal processing and wavelets,1,False,graph;multiscale,Strong filter analogy; it does not supply ontology or dynamics by itself.
